Clasa,accuracy,precision,recall,true negative rate
c22,0.428571428571429,0.333333333333333,0.333333333333333,0.5
c15,0.857142857142857,0,0,0.857142857142857
c18,0.857142857142857,0,0,0
c11,0.714285714285714,0,0,0.714285714285714
c12,1,0,0,0
c13,0.857142857142857,0.5,1,1
c33,0.857142857142857,0,0,0
c24,1,0,0,0
Medie,0.821428571428571,0.104166666666667,0.166666666666667,0.383928571428571
