Clasa,accuracy,precision,recall,true negative rate
c22,0.571428571428571,0.5,0.333333333333333,0.6
c15,0.857142857142857,0,0,0.857142857142857
c18,1,0,0,0
c11,0.714285714285714,0.5,0.5,0.8
c12,1,0,0,0
c13,0.714285714285714,0.333333333333333,1,1
c33,1,0,0,0
c24,1,0,0,0
Medie,0.857142857142857,0.166666666666667,0.229166666666667,0.407142857142857
